e2e4
e7e6
d2d3
d7d5
c1h6
g8h6
d1g4
c7c6
g4g5
d8g5
c2c4
e6e5
a2a3
d5e4
a1a2
g5c1
e1e2
e4d3
e2f3
e5e4
f3g3
g7g5
f2f3
d3d2
f1d3
d2d1q
c4c5
d1e1
