e2e4
b8c6
g1f3
a8b8
d2d4
h7h6
d4d5
e7e6
d5c6
d8f6
c6b7
b8b7
e4e5
f6d8
b1c3
a7a6
f1a6
h6h5
a6b7
h5h4
b7c8
d8f6
d1d7
