b1c3
f7f6
a1b1
g7g6
b1a1
d7d6
a1b1
g6g5
b1a1
c8d7
a1b1
f8h6
b1a1
c7c5
a1b1
c5c4
b1a1
b7b6
a1b1
d8c8
b1a1
d7g4
a1b1
b8d7
b1a1
a8b8
a1b1
c8d8
b1a1
a7a5
a1b1
d7e5
b1a1
d8c8
a1b1
h6f8
b1a1
h7h5
a1b1
g8h6
b1a1
g4h3
g1h3
e5f7
h3g5
f7d8
a1b1
h6f7
g5f7
e8f7
b1a1
c8h3
g2h3
f7e8
a1b1
f6f5
b1a1
d8c6
a1b1
h8h6
b1a1
d6d5
c3d5
b8d8
d5e7
d8d4
e7c6
d4h4
c6a5
e8f7
a5c4
b6b5
a1b1
f7f6
b1a1
h6g6
a1b1
g6g1
h1g1
f5f4
b1a1
f8e7
a1b1
e7b4
b1a1
b5c4
a1b1
f6f7
b1a1
b4c3
b2c3
f7e8
a1b1
e8f7
b1a1
f4f3
e2f3
f7f8
f1c4
h4h3
a1b1
h3g3
g1g3
h5h4
b1a1
h4h3
g3h3
f8e8
a1b1
e8d8
b1a1
d8d7
a1b1
d7e8
b1a1
e8e7
a1b1
e7d7
b1a1
d7e7
a1b1
e7d7
b1a1
d7d8
a1b1
d8e7
b1a1
e7d7
a1b1
d7c8
b1a1
c8d8
a1b1
d8e7
b1a1
e7d7
