g1h3
b8c6
h3f4
g8f6
b1c3
e7e6
f4d3
d7d5
a1b1
d5d4
c3b5
f6e4
c2c3
d4c3
b5c3
e4c3
b2c3
d8g5
c1b2
f8d6
d3c1
c8d7
b2a1
e8c8
d1b3
c6a5
b3d1
a5c4
d2d3
d7a4
c1b3
g5g6
b1c1
d6a3
c1c2
h8e8
d1b1
a3d6
d3c4
d6a3
f2f3
g6g5
e2e4
a3d6
e1e2
c7c6
c2d2
c6c5
b1b2
h7h6
h2h4
g5e5
b2a3
a4c6
a3a7
d6e7
a7a8
c8c7
d2d8
e8d8
a8a7
c6e4
e2f2
e5f4
a7a5
b7b6
a5a7
e4b7
b3a5
b6a5
a7a5
c7c8
a5b5
d8d2
f2g1
f4e3
g1h2
e3f2
b5e8
e7d8
e8f8
b7f3
f8g7
d2a2
a1b2
a2b2
h4h5
b2b1
g7g8
f3e2
g8g3
d8c7
g3c7
c8c7
h2h3
e2f1
h1f1
b1f1
g2g3
f1g1
g3g4
g1h1
