g1f3
c7c6
e2e3
d8b6
f1d3
g8f6
b1c3
c6c5
c3e4
g7g5
e1e2
f8g7
d1e1
a7a6
f3g5
b6e6
g5e6
b8c6
e6g7
e8f8
e4f6
a8a7
f6e8
e7e6
d3e4
f8g8
g7e6
a6a5
e8f6
