d2d4
a7a6
e2e3
g7g6
g1f3
c7c6
c2c3
d8c7
h2h4
b7b6
g2g3
f8g7
e3e4
g7e5
d4e5
f7f6
c1f4
c7e5
f3e5
h7h6
e5c4
a6a5
a2a3
b8a6
b2b3
e7e5
f2f3
g8e7
c4b6
d7d5
b6a8
e8d8
e4d5
e5f4
d5c6
c8d7
f1h3
e7g8
c6c7
a6c7
c3c4
c7a6
a8b6
f6f5
b6d7
g6g5
d7c5
d8e8
c5a6
e8f8
g3f4
g8f6
h4h5
f8g8
f4g5
h8h7
g5f6
h7f7
h1g1
f7g7
f6g7
g8h7
a3a4
f5f4
g7g8q
