h2h3
g8f6
b1a3
e7e5
d2d3
b8c6
b2b3
f8b4
c2c3
b4c3
c1d2
c3a1
b3b4
a1d4
d2c1
c6b4
c1e3
b4a2
d1a1
d4a1
g1f3
d7d5
g2g4
a1c3
e3d2
c3d2
e1d1
d2b4
a3b5
d8d7
f3d2
d7b5
d2b3
b5c6
e2e4
c6c3
f2f4
c3e1
d1c2
e1f2
b3d2
f2d2
c2b3
a2c1
b3a4
c8d7
