g1h3
g8f6
f2f3
b8c6
g2g4
f6d5
f3f4
c6a5
e2e3
d5b6
c2c3
d7d6
a2a4
c8g4
f1b5
c7c6
b5c4
g4d1
h1f1
d1b3
c4f7
b3f7
d2d3
a5b3
f1g1
b3a1
c1d2
b6a4
e1d1
a4b2
d1c1
b2d3
c1d1
f7h5
g1g4
h5g4
