b1a3
b8c6
a1b1
g8f6
g1f3
d7d6
h2h3
c8e6
b1a1
c6b4
c2c4
b4c6
d1b3
d8c8
b3d1
c8d7
e2e3
e8c8
a3c2
f6e4
c2a3
c6e5
d1e2
e5f3
e2f3
d6d5
b2b3
e4g5
f3f4
g5e4
e1d1
d7d6
h3h4
d6f4
d1e1
f4f2
e1d1
f2f6
c4d5
f6a1
h1h2
d8d5
f1e2
d5d2
d1e1
a1c1
e2d1
d2d1
e1e2
c1c2
e2f3
c2e2
f3f4
e2f2
f4e4
f2f5
