g2g4
e7e5
e2e4
b8c6
d2d4
e5d4
h2h4
d7d5
f1h3
d5e4
h3g2
c6e5
g2e4
g8f6
b1c3
d4c3
f2f4
d8d1
e1d1
f6e4
a2a4
c8g4
g1f3
e8c8
d1e1
e5f3
e1f1
d8d1
f1g2
d1h1
a1b1
h1g1
