e2e3
b8c6
g1f3
d7d6
f1b5
c8g4
h2h3
g4d7
e1g1
c6e5
b1c3
d7b5
c3b5
g8f6
d2d4
e5d7
b2b3
c7c6
b5c3
d8a5
c1d2
e8c8
e3e4
h8g8
f3g5
d8e8
g5f7
a5b4
c3d5
b4a3
d2b4
a3a6
d5f6
d7f6
e4e5
d6e5
d4e5
a6b6
b4e1
f6d5
c2c4
d5c7
d1d3
g7g6
a1d1
c7d5
c4d5
c6d5
d3d5
b6c6
f7d6
e7d6
d5g8
d6e5
g8h7
f8a3
e1c3
e8e7
c3a5
e7e8
h7h4
a3e7
h4e7
b7b6
e7a7
b6a5
d1c1
e8e6
a7a5
c8b7
c1c6
e6c6
a5e5
b7c8
f1d1
c8b7
b3b4
b7c8
b4b5
c6c7
e5e6
c8b8
d1d8
c7c8
d8c8
b8b7
e6a6
