b2b4
e7e5
a2a3
g8f6
d2d4
e5d4
c1b2
c7c5
f2f4
d8b6
b4c5
b6b2
e1f2
b2a1
g1h3
f8c5
g2g3
a1a2
f2g2
a2d5
g2f2
d5h1
d1d3
f6g4
f2e1
h1h2
e2e3
h2g3
e1e2
g3e3
d3e3
g4e3
c2c3
d4d3
e2f3
e3f1
f4f5
d7d6
h3f4
c8f5
f4g6
h7g6
a3a4
h8h2
b1d2
h2f2
