g1f3
g7g6
f3e5
d7d5
b1c3
f7f6
e5d3
b7b6
d3b4
d5d4
c3e4
c8b7
e4g3
d8d6
c2c3
a7a6
a1b1
f8h6
b1a1
d6e5
b4d3
b7d5
d3e5
b8c6
e5c6
d5f7
c6d4
f6f5
d4f3
a6a5
f3e5
f7d5
d1a4
d5c6
a4c6
e8f8
c6a8
f8g7
a8e8
b6b5
e8f7
