g1h3
d7d6
b2b3
c8h3
b1a3
h3g4
f2f4
b8c6
e2e3
g4d1
h2h4
d1g4
e3e4
a8c8
g2g3
g4f3
f1g2
f3g2
a3b1
g2h1
c2c4
g8f6
c1a3
f6e4
e1f1
d8d7
a3b4
d7h3
f1g1
h3g2
