b1c3
d7d5
c3d5
d8d5
b2b3
e7e5
g1f3
e5e4
a2a4
e4f3
d2d4
f8b4
c2c3
b4c3
c1d2
f3g2
d1b1
g2h1q
f2f4
c3d4
e2e4
d4f2
e1d1
d5c5
d2a5
h1f1
a5e1
f1e1
