b1a3
f7f5
c2c4
b8c6
a1b1
c6e5
g2g4
d7d6
g1f3
d6d5
f1g2
f5g4
h2h3
a8b8
a3b5
b8a8
c4d5
a7a5
d5d6
a8a7
h1h2
e8d7
d6c7
d8e8
d2d3
g4f3
e2e3
e8h5
g2h1
h5f7
h2g2
f7d5
g2g4
g8h6
d3d4
h8g8
e3e4
b7b6
g4f4
d5b7
c1d2
g7g6
f4f8
g8g7
d1f3
e5f3
e1f1
b7c6
d4d5
c8b7
b5d6
c6c1
d2e1
b6b5
d6f5
g6g5
f8a8
c1f4
h1f3
h6f5
b2b3
a7a6
a8b8
d7d6
b3b4
b7c6
c7c8q
e7e6
c8h8
f4h4
b8a8
g7g6
f1g1
d6d7
a2a4
c6d5
e4e5
d5c4
b4a5
a6a8
g1g2
a8a7
h8g7
g6g7
b1b3
a7a6
b3a3
d7c8
f3e2
a6a7
a3a1
g7c7
a1d1
c7e7
g2g1
e7c7
e2d3
c8b8
d3c4
f5d4
e1d2
b8a8
d1f1
a8b8
f2f3
d4f3
f1f3
h4f4
c4d5
f4f5
g1h2
c7f7
f3f4
f5e4
d2b4
b5a4
d5b3
b8a8
f4f6
a8b8
f6f2
e4d5
h3h4
b8b7
f2c2
f7g7
h2h3
g7f7
c2e2
a7a6
b3c4
a6d6
e2e1
b7a8
b4d6
d5c5
d6c7
c5d6
c4e2
a8b7
e1h1
b7c6
h4h5
f7f6
c7b8
h7h6
h1e1
c6b7
b8c7
b7a7
e1c1
d6c7
e2d1
c7c5
h3g3
a7a8
d1e2
a8b8
c1a1
b8a8
a1b1
c5c4
e2d3
c4c7
b1f1
g5g4
f1e1
c7e5
g3g4
e5b5
e1e2
b5e5
d3e4
e5d5
e2c2
a8b8
c2b2
b8c8
b2f2
c8d7
f2f5
d7c8
f5g5
d5b7
e4d3
b7f3
g4h4
c8b8
g5g4
f6f8
g4a4
e6e5
d3a6
f8f5
a6b7
b8a7
a4b4
f3d5
b7d5
f5f2
d5g2
f2f3
b4a4
f3e3
a4b4
e3c3
b4f4
c3c1
g2f3
c1c2
f3c6
a7b8
f4g4
c2c6
g4g2
c6c5
h4h3
c5c4
a5a6
b8a8
g2g8
a8a7
g8g4
c4c7
g4c4
a7a8
c4c3
c7e7
c3g3
a8a7
g3c3
e7c7
c3b3
c7c3
h3h4
c3c6
b3b2
c6d6
b2b8
e5e4
h4h3
a7b8
h3h4
b8c7
a6a7
d6b6
h4g4
b6e6
g4f5
e6b6
f5g4
c7b7
g4h4
b7c6
a7a8q
b6b7
a8a1
b7b6
a1c3
c6d7
c3c6
d7e7
c6c5
e7d8
c5d4
d8e7
d4e5
e7d8
e5c3
b6b7
c3a3
d8e8
a3a8
e8f7
a8a3
b7b6
a3a7
f7e6
a7h7
b6a6
h7g6
e6e7
g6f5
a6a4
f5h7
e7f8
h4g4
a4c4
g4f5
c4c7
h7h6
f8f7
h6d6
c7c6
d6f6
c6f6
f5e5
f7e8
e5f6
e4e3
f6e6
e3e2
e6f6
e2e1q
f6f5
e1h1
f5e5
e8d8
e5f6
h1c6
f6f7
c6b7
f7g6
b7b1
g6g7
b1e4
g7f7
e4c2
h5h6
c2e4
f7g7
e4d5
g7h7
d5e6
h7g7
e6f7
g7f7
d8c8
f7g8
c8d8
g8h8
d8c7
h8h7
c7b8
h7h8
b8c7
h8g8
c7c8
h6h7
c8d8
g8f8
d8c7
h7h8q
c7c8
h8g7
c8b8
g7h8
b8a8
h8g7
a8b8
g7c7
b8c7
