h2h3
b8c6
h1h2
d7d5
g2g3
g8f6
d2d4
e7e6
h2h1
f8d6
c1e3
e8g8
e3c1
f6e4
c1h6
g7h6
h3h4
e4g3
g1h3
g3h1
b2b4
d6b4
c2c3
b4d6
h3f4
d6f4
d1d2
f4d2
e1d1
d2f4
e2e3
h1f2
d1e2
f4g3
a2a3
d8h4
e3e4
h4e4
e2d2
g3f4
