g1f3
b8c6
d2d4
e7e6
e2e4
d7d5
e4e5
a7a6
f1d3
c6b4
d3e2
c7c5
c2c3
b4c6
e1g1
c8d7
h2h3
h7h6
d1c2
d8c7
c1f4
e8c8
b1d2
c8b8
a1d1
b7b6
d4c5
f8c5
f4g3
b6b5
a2a4
b5a4
c2a4
c6d4
a4a6
d7c8
a6d3
d4e2
d3e2
c7d7
d2e4
c5b6
e4d6
b6c5
f1e1
c8b7
d6b7
d7b7
f3d2
g8e7
b2b4
c5b6
d2f3
e7f5
g3f4
b6c7
g2g4
f5e7
f3d4
c7b6
f4e3
e7g6
b4b5
b6d4
e3d4
h8e8
b5b6
b7d7
d1a1
d7c6
a1a7
g6f4
e2f3
f7f5
f3f4
g7g5
f4f3
d8d7
g4f5
e6f5
f3f5
d7a7
b6a7
b8c7
e5e6
c6a8
f5h7
