g1h3
e7e5
e2e3
d7d5
c2c3
b8c6
g2g3
c8h3
d1h5
h3f1
h1f1
f8d6
h5h7
h8h7
f2f3
h7h2
c3c4
d5c4
b1c3
g8f6
c3e2
c6b4
e2g1
b4c2
e1d1
c4c3
a2a3
c3b2
f3f4
c2e3
d2e3
d6e7
c1d2
d8d2
