c2c3
g8f6
e2e4
e7e5
b2b3
f8e7
f1d3
d7d5
d3e2
d5e4
e2c4
e8g8
b3b4
c8e6
d1g4
f6g4
d2d3
e4d3
f2f4
e6c4
f4e5
e7h4
e1d1
g4f2
d1e1
f2h1
g2g3
h1g3
g1h3
g3e4
h3f2
h4f2
e1f1
d8h4
c1g5
h4h3
