g1f3
f7f5
e2e3
c7c5
f1d3
a7a6
b1c3
b7b5
f3e5
g8f6
e5f7
e8f7
d1f3
b8c6
f3f5
e7e6
f5f3
e6e5
c3e4
c8b7
e4f6
c6b4
f6d5
f7g8
d3e4
d8h4
g2g3
h4e4
f3e4
b7d5
e4f5
f8d6
h1g1
d6b8
c2c3
d5b7
c3b4
a6a5
f5d7
b7g2
d7e8
