h2h4
f7f6
a2a4
e7e5
b1c3
d7d6
b2b4
g8h6
a1a3
f6f5
f2f4
c7c6
g2g4
d6d5
a3a1
e8f7
d2d3
e5f4
a4a5
d8e8
c1e3
f5g4
d3d4
f7e7
b4b5
e7d8
a5a6
h6f5
f1h3
b8a6
d1d3
h8g8
c3d1
a6c5
c2c4
f4e3
d3b1
g7g6
b1c1
g4h3
a1a2
c8d7
