g1h3
g8f6
b1c3
e7e5
e2e3
b8c6
h3g5
h7h6
g5e4
f6e4
c3e4
d7d5
e4g3
f8c5
f1d3
e8g8
e1g1
c8e6
d3f5
d8f6
f5e6
f6e6
d1f3
f7f5
f3e2
a8e8
e2d3
f5f4
g3h1
f4f3
g2g3
e6h3
d3d5
f8f7
d5f3
f7f3
b2b3
h3d7
f1d1
d7f5
c2c3
f5c2
d1f1
a7a6
f1e1
a6a5
g1f1
e5e4
f1g1
c6e5
e1f1
e5d3
c3c4
c5e7
c4c5
e7c5
g3g4
c5d6
g4g5
h6g5
h1g3
d6e5
g3e4
e5a1
g1g2
g5g4
e4g5
f3f5
h2h4
d3c1
e3e4
f5f4
g2h1
a1d4
f2f3
c2d2
a2a3
g4g3
f1f2
d2f2
b3b4
f2h2
