b2b4
e7e5
e2e4
f8b4
f1a6
b8a6
b1a3
g8f6
f2f4
e5f4
e1f1
f6e4
c2c4
e8g8
d1b3
e4d2
f1e1
d2b3
e1d1
b3a1
g1e2
d7d5
g2g4
d5c4
e2d4
c8g4
