a2a4
a7a6
h2h3
a6a5
b2b3
c7c6
h3h4
f7f6
c1b2
d7d5
b2e5
f6e5
c2c3
e7e6
e2e4
g8f6
d1h5
f6h5
b1a3
f8a3
g1f3
h7h6
f3g1
g7g6
g2g4
h5f4
d2d3
d5d4
h1h2
a3b2
a1b1
d4c3
b1b2
c3b2
h2g2
b2b1q
e1d2
f4d3
g4g5
d3e1
d2e3
h6h5
g1f3
e1c2
e3e2
c2a1
f3h2
b1d1
e2e3
c6c5
h2g4
a1c2
