b1a3
b8c6
c2c3
e7e5
b2b3
d7d5
a3c4
d5c4
h2h4
c4b3
h1h3
c8h3
e2e4
h3e6
d1h5
g8f6
f1b5
f6h5
e1f1
b3b2
b5e2
b2a1q
g2g3
d8d2
e2f3
d2c1
f1g2
c1g1
