b1c3
a7a6
g1f3
a6a5
d2d4
a5a4
e2e4
d7d6
f1b5
c7c6
b5a4
b7b6
a4b3
b6b5
f3g5
g8h6
g5f3
b5b4
c3e2
h6g4
c1d2
g4f2
e1f2
d6d5
e4d5
c6d5
f3e5
e7e6
f2g1
a8a7
d2e3
f7f6
e5d3
e6e5
d4e5
d5d4
e2d4
a7a5
d1f3
f6f5
d4c6
b8c6
f3c6
c8d7
c6f3
g7g6
g2g4
h7h5
g4f5
g6f5
f3g2
a5a6
b3c4
a6c6
c4b5
c6e6
b5d7
d8d7
a1e1
e6c6
b2b3
h8h7
d3b4
f8b4
g2g8
b4f8
g1f1
f5f4
e3f2
f4f3
b3b4
h5h4
f2e3
f3f2
f1f2
c6c2
f2f1
h7f7
f1g1
f7g7
g8g7
c2a2
g7g6
d7f7
g6c6
f7d7
c6g6
d7f7
g6c6
f7d7
c6g6
d7f7
