b1a3
e7e5
d2d3
f8b4
c1d2
b4d2
d1d2
g8f6
d2d1
d7d5
d1c1
e8g8
c1g5
b8c6
g5h4
d8d6
h4h3
c8h3
b2b4
d6b4
c2c3
b4c3
e1d1
c3a1
a3b1
a1b1
d1d2
b1f1
f2f3
h3g2
e2e4
c6d4
h2h4
g2h1
a2a4
f1g1
f3f4
g1f2
d2d1
f2e3
f4f5
h1f3
