e2e4
e7e5
g1f3
b8c6
f1b5
g8f6
e1g1
c6d4
b1c3
f8d6
b5c4
e8g8
d2d3
d4f3
d1f3
d6c5
c1g5
c5d4
c3d5
h7h6
d5f6
g8h8
f3h5
d7d6
g5h6
d8f6
h6g5
h8g8
g5f6
g7f6
h5g6
g8h8
g6f6
h8g8
f6g6
g8h8
c4f7
f8f7
g6f7
d4b6
c2c3
a8b8
d3d4
e5d4
c3d4
c8d7
f7d7
b8g8
a1c1
g8g7
d7c8
h8h7
c1c3
g7g5
c3h3
h7g7
c8h8
g7f7
h3h7
g5g7
h8g7
f7e8
h7h8
