a2a4
b8c6
d2d3
g8f6
c1h6
g7h6
f2f4
d7d5
d1c1
e7e5
d3d4
e5d4
b2b4
f8b4
e1d1
e8g8
e2e3
d8e7
g1e2
d4e3
g2g4
c8g4
f1g2
c6d4
h1g1
g4e2
