a2a3
f7f5
d2d4
b8c6
d1d2
f5f4
e2e3
c6b4
e3e4
b4c6
f1a6
b7b5
g2g3
g7g6
d2f4
d7d6
f4h4
g8f6
c2c3
f6d7
a6b5
c6b4
h4g5
e7e5
g5h4
b4c2
e1f1
d8f6
f1e2
c7c5
g1f3
f8h6
b2b4
f6e7
h4g5
e7g5
c1f4
g5g4
b4c5
g4f3
e2f1
f3d1
f1g2
h8f8
f4e5
d1e2
h1f1
d6e5
g2h1
e2f1
b5f1
h6d2
f1d3
c2e3
d4e5
f8g8
d3a6
e3c4
a1a2
d7e5
a3a4
e5g4
a4a5
d2h6
h1g2
g4f2
g2f2
c4e5
f2g2
e5c6
g3g4
e8f8
g2g1
c8g4
a6b5
g6g5
a2b2
c6d8
h2h3
g4d1
a5a6
a8c8
b2g2
g8h8
g1f1
d8c6
f1g1
c8a8
g2f2
f8g7
g1h1
d1f3
f2g2
c6b8
c5c6
g7g6
b5e2
g6f6
h1g1
g5g4
g1f2
h6g5
c3c4
f3e2
b1d2
g5h4
f2e3
e2d3
d2f1
b8d7
c6c7
d7e5
c7c8q
d3c2
c8e6
f6e6
g2g3
h4f6
g3f3
c2e4
c4c5
g4h3
f3g3
a8e8
e3f4
f6h4
f1d2
e4g6
g3b3
h4g3
b3g3
g6f5
c5c6
h7h5
g3g2
e6d5
d2c4
h8h7
g2f2
d5e6
f2d2
e8a8
d2g2
f5e4
g2c2
e5g6
f4e4
a8f8
c2b2
f8f7
c4e5
g6f4
e4d4
h7h8
b2a2
f4d5
a2e2
d5c7
d4c5
h8g8
e2a2
f7f1
c5d4
f1d1
d4e4
g8g6
e5g6
h3h2
a2h2
e6f6
e4f4
d1d6
g6h8
d6d5
h2f2
c7e8
f2c2
d5a5
c2b2
a5a4
f4f3
a4a1
b2c2
f6f5
c2e2
a1g1
e2h2
e8g7
h2g2
g1h1
f3f2
h1d1
f2f3
f5e5
g2b2
e5d5
h8f7
g7e6
b2h2
d5c4
h2d2
d1a1
d2e2
c4b3
e2e3
b3b2
e3e5
a1f1
f3e2
f1f3
e5e6
f3f4
e6e7
f4f2
e2d3
f2f1
d3e2
f1e1
e2f3
b2c3
f3g2
e1f1
e7e8
f1h1
e8f8
h1g1
g2h3
g1g7
f8e8
g7f7
e8d8
c3c2
d8e8
c2c3
e8f8
c3d3
h3h4
d3e4
f8e8
e4d4
e8e7
f7f4
h4h3
d4d5
h3g3
f4f5
e7a7
f5f4
g3h2
d5e5
a7f7
f4d4
h2g1
d4d7
c6d7
e5d5
f7f8
d5c4
f8f1
c4c5
g1f2
c5d4
d7d8q
d4e4
d8b8
e4d3
f1g1
d3c2
g1g6
h5h4
b8b2
c2d1
a6a7
h4h3
b2a3
d1d2
g6d6
d2c2
d6h6
c2d1
a3c5
h3h2
c5e7
h2h1q
f2g3
d1c2
e7f8
h1g2
g3g2
c2d1
a7a8q
d1c1
h6h7
c1d2
h7h4
d2d3
h4h2
d3e2
a8b7
e2e3
b7a6
e3e4
f8a3
e4f5
a6f6
f5f6
a3e7
f6f5
e7b4
f5e5
b4f8
e5e6
h2h3
e6e5
f8d6
e5e4
g2g1
e4f5
d6d2
f5g6
h3a3
g6f5
a3a2
f5e5
a2a8
e5f5
a8a7
f5e5
g1h1
e5f5
a7c7
f5g4
c7e7
g4h4
d2d6
h4h3
e7e8
h3h4
d6c6
h4h5
c6c2
h5h6
c2c3
h6h5
c3e5
h5h4
e5b5
h4h3
e8h8
h3g3
b5a5
g3f3
a5a1
f3g4
h8h3
g4g5
a1a6
g5g4
h3c3
g4h4
c3g3
h4h5
g3d3
h5h4
a6f6
h4g4
f6f5
g4h4
d3d7
h4g3
f5b5
g3h4
b5h5
h4h5
d7a7
h5g5
a7h7
g5g6
h7h6
g6h6
