g1f3
b8a6
a2a3
a6b4
a3b4
e7e5
f3e5
a7a5
a1a5
c7c6
a5a8
g7g5
e5d3
f8e7
b4b5
e7f8
b1c3
f8g7
c3e4
g8f6
e4d6
e8f8
a8c8
f6g4
c8d8
f8e7
d8h8
g7h8
b5c6
g4h6
c6b7
e7e6
b7b8q
e6f6
b8h8
f6e6
h8e5
