g1h3
b8c6
e2e4
g8f6
e4e5
c6e5
h3f4
e5c6
b2b4
c6b4
a2a3
b4c6
h2h3
e7e5
g2g3
e5f4
d2d4
f4g3
d1g4
f6g4
c1e3
g4e3
f1c4
e3c2
e1d1
g3g2
c4e2
g2h1q
d1d2
c2a1
e2b5
d8g5
f2f4
g5b5
d4d5
b5b1
d5d6
h1e1
