b1a3
e7e5
g2g4
d7d5
h2h3
h7h5
h1h2
h5g4
a3b5
c7c6
b2b4
c6b5
c2c4
b5c4
f1g2
e5e4
h2h1
f8b4
h3h4
h8h4
a1b1
h4h1
g2e4
h1g1
