h2h4
b8c6
c2c3
g8f6
g2g4
c6e5
a2a3
f6g4
b2b3
g4f6
b3b4
d7d6
c3c4
e5c4
e2e3
c4b6
a1a2
e7e6
c1b2
f6d5
a3a4
d5b4
b1c3
b4a2
d2d3
a2c3
d1g4
c3a4
f1e2
a4b2
g4d4
d8f6
f2f3
b6d5
e1f1
f6d4
f3f4
d5e3
f1e1
b2d3
e2d3
d4d3
h4h5
d3f1
e1d2
f1g2
d2e1
g2h1
e1e2
h1g1
e2d2
g1f2
d2c3
f2f4
c3b3
f4g5
b3a4
g5h5
a4b4
d6d5
b4b5
d5d4
b5a4
d4d3
a4b3
e3d5
b3c4
d3d2
c4d4
h5g6
d4c4
c8d7
c4d4
d7c6
d4c4
e6e5
c4b3
f8d6
b3c4
e5e4
c4d4
e4e3
d4c4
e3e2
c4d4
d6e7
d4c4
g6f5
c4d4
f5g6
d4c4
g6f5
c4d4
f5g6
