f2f4
d7d5
g1h3
c8h3
d2d4
h3f5
b2b4
e7e6
b4b5
a7a6
c1a3
f8a3
c2c4
a3b2
d1c2
f5c2
h2h3
b2a1
b5a6
b8a6
e2e4
d8h4
e1e2
a1d4
b1c3
h4f2
