b1c3
b8c6
a2a4
c6d4
d2d3
g8f6
f2f4
f6g4
a1a3
e7e6
e2e3
d8h4
g2g3
d4c2
e1e2
c2d4
e2d2
h4h5
c3d5
h5d5
a3b3
d4b3
d2c3
g4f2
f4f5
f2d1
c3c2
b3c1
c2c1
d5h1
a4a5
h1g1
g3g4
g1f1
d3d4
d1e3
c1d2
f1f2
d2c3
f2c2
