c2c4
f7f6
b1c3
e7e6
h2h4
f8b4
h1h3
c7c5
h3g3
d8c7
g3g7
e8f8
g7g4
g8h6
g4g5
f6g5
h4g5
h6g8
d1c2
c7h2
c2e4
h2g1
e4e5
b4c3
d2c3
g1h1
e5h8
b8a6
g5g6
h1g1
g6h7
g1f1
e1f1
a6b8
h7g8q
f8e7
g8f8
