d2d4
b7b6
c1g5
c7c5
g5f4
c8b7
f4h6
g7g6
h6g7
e7e5
g2g3
g8h6
a2a3
d7d5
g7f6
b8a6
f6e7
g6g5
b1c3
b6b5
f2f3
h6f5
c3e4
h7h6
d1d2
f7f6
f1g2
a8b8
d2c1
f5h4
h2h3
e8e7
e4d2
d8c8
g3g4
c8f5
b2b4
h6h5
h1h2
b7a8
d2e4
h8h7
e4d2
e7e8
a3a4
e8d8
d2f1
d8c8
c1d2
c5b4
e1d1
e5e4
a4a5
h7d7
a1b1
f8d6
c2c3
d6g3
d2d3
g3d6
d3d2
d6g3
d1c2
a6c7
g2h1
a7a6
d2e3
e4f3
g4f5
c7e8
c2d2
b8b6
e3d3
h4f5
d3e4
b4b3
b1d1
g3b8
d1b1
f5d6
h1f3
d7d8
h2g2
d6f7
d2c1
f7e5
f1h2
e5f7
e4h4
a8b7
c3c4
f7d6
b1b3
g5g4
c4c5
g4h3
g2g8
b7a8
e2e3
b6c6
b3a3
c6c5
c1d2
d6f7
f3e4
f7e5
h4h3
e5d7
h2f1
d5e4
a3d3
f6f5
g8g6
e8f6
g6g4
h5g4
d4c5
d7f8
d2d1
d8d3
d1c1
b5b4
c1c2
g4h3
f1d2
a8c6
c2c1
d3d2
g1f3
b8h2
f3h2
d2d8
c1b1
c6a8
b1a2
c8b8
a2b3
d8d7
b3a2
f6g8
h2f3
d7b7
a2a1
b7g7
f3h2
g7d7
c5c6
b8a7
h2g4
d7g7
a1a2
g7d7
c6c7
d7d3
c7c8r
f5f4
c8f8
a8c6
f8g8
h3h2
g8b8
d3d8
b8b5
d8e8
b5c5
a7a8
c5c2
b4b3
a2a3
e8g8
c2b2
g8g5
b2b1
g5f5
a3b2
c6e8
g4h6
f5b5
h6f7
b5b6
a5b6
e8f7
b1f1
h2h1q
f1c1
h1h8
b2a3
h8b2
a3b2
f7h5
c1a1
h5e2
a1a5
e2b5
b2a3
b3b2
e3f4
b2b1q
a5a4
e4e3
a4b4
b1e4
a3b3
e4d4
b4a4
b5e2
a4d4
e2h5
b3c3
h5e2
d4c4
e2d1
c3d4
d1h5
f4f5
h5e2
c4c1
e2h5
c1f1
h5e2
f1f2
e2b5
f2d2
e3e2
d2c2
b5a4
c2e2
a4c2
e2d2
c2b1
b6b7
a8a7
d4c5
a7b7
d2f2
b7c8
c5d5
c8d7
f2c2
b1a2
d5d4
a6a5
d4e4
a5a4
c2e2
d7e7
e4d4
e7f8
f5f6
a2d5
e2d2
d5a8
d2f2
a8g2
d4c4
g2h3
c4b5
h3c8
f2b2
c8g4
b2f2
a4a3
f2h2
a3a2
b5c6
a2a1q
h2h5
a1a5
h5f5
a5c5
c6b7
c5c6
b7b8
c6b7
b8b7
g4f5
b7a8
f5e6
a8a7
e6d7
a7b6
d7a4
b6a5
a4c2
a5b6
c2g6
f6f7
g6c2
b6a5
c2g6
a5b5
g6c2
b5b6
c2g6
b6b7
g6c2
b7a6
c2g6
a6b5
g6c2
b5c4
c2g6
c4d5
g6c2
d5d6
c2f5
d6c5
f5e6
c5b5
e6f7
