c2c4
a7a6
d2d3
a6a5
b2b3
a5a4
c1d2
a4a3
b3b4
b7b6
d1c1
b6b5
c1a3
c7c6
d2f4
c6c5
f4b8
d7d6
d3d4
d6d5
a3f3
e7e6
f3f5
e6e5
g1h3
e5e4
e1d1
e4e3
b8c7
f7f6
a2a4
g7g6
f5c2
f6f5
h3g1
f5f4
b1c3
f4f3
c7a5
c8f5
c2a2
a8a5
a2c2
f5c2
d1e1
c5b4
c4d5
b4b3
c3d1
b3b2
g2g4
b2b1q
e2f3
e3e2
g4g5
b5b4
f1h3
b4b3
e1e2
b3b2
h3f5
h7h6
d1c3
h6h5
h2h4
b2a1q
e2d2
g6f5
d2e2
f5f4
c3d1
g8f6
e2e1
f6e4
g5g6
e4d2
h1h3
d2f1
g1e2
f1d2
g6g7
d2f1
g7g8q
b1d1
