h2h3
c7c6
c2c3
b8a6
c3c4
f7f6
b1a3
b7b6
a3b1
e7e6
f2f4
a6c5
d1a4
c5a4
f4f5
g7g5
e2e3
f8h6
c4c5
d8c7
d2d3
b6b5
c1d2
d7d6
h3h4
e8f7
e1e2
a4b2
a2a3
b5b4
e2f2
c7b6
a3a4
h6f8
g1f3
d6c5
f5e6
f7e7
d3d4
a7a6
a1a2
f8g7
f1e2
c8d7
d2b4
b6b5
h1c1
b2d3
f2g1
d3f4
c1c5
f4e2
g1h2
b5c4
b4a5
c4c5
f3e5
c5d4
e6d7
d4c5
h2h1
c5c3
g2g4
e2g3
h1h2
h7h5
a2a3
g3e2
a3b3
h8h6
a5b4
c3b4
h4g5
b4a5
g5f6
e7d8
e5f7
d8d7
f7g5
a5c5
g5h3
c5c3
h2g2
e2g3
h3f2
c3a5
b1c3
d7d6
c3a2
a5g5
b3a3
g5h4
g2g1
d6e6
a2c3
h6f6
c3d5
g3e2
g1f1
f6f3
f1g2
e6d7
f2h3
h4h3
