c2c4
e7e5
h2h3
g8f6
g2g3
b8c6
h1h2
f8c5
a2a4
e8g8
b2b4
c6b4
e2e3
d7d5
c1b2
c8f5
a1a2
b4a2
g3g4
f5g6
d1c1
a2c1
b2a1
g6b1
h2h1
c1b3
d2d4
c5b4
a1c3
b4c3
e1d1
e5d4
h1h2
d5c4
f2f3
d4e3
f1d3
d8d3
h2d2
d3d2
