h2h4
g8f6
b1c3
e7e5
h4h5
d7d5
c3d5
d8d5
a2a3
c8g4
b2b4
b8c6
e2e3
g4d1
e1d1
e5e4
h1h3
d5f5
f2f4
f6h5
h3h5
f5h5
g2g4
h5h1
f1e2
h1g1
e2f1
g1f1
