g1h3
e7e5
e2e3
d7d5
f1b5
c7c6
b5e2
f8b4
e1g1
d8f6
e2g4
c8g4
d1g4
b8a6
g4h5
g7g6
h5g5
f6e6
g5g3
h7h6
d2d4
e5d4
e3d4
e6e2
b1c3
b4c3
g3c3
h6h5
f1e1
e2e1
c3e1
e8d7
c1g5
f7f6
g5h4
g6g5
h3g5
a8e8
e1c3
f6g5
h4g5
a6c7
a1e1
e8e1
c3e1
h8h7
e1b4
h7g7
g5e3
c7b5
a2a4
b5d6
e3f4
c6c5
d4c5
a7a5
c5c6
d7e8
b4d6
b7c6
d6c6
g7d7
c6g6
e8f8
f4d6
d7d6
g6d6
g8e7
d6d8
f8f7
d8a5
h5h4
a5b6
e7f5
a4a5
f5e7
a5a6
e7c8
b6c7
c8e7
a6a7
h4h3
a7a8q
h3g2
a8d5
f7f6
c7e5
f6g6
e5e7
g6h6
d5g5
