d2d4
d7d5
c2c4
d5c4
b1c3
e7e5
d4d5
c7c6
d5d6
d8d6
g1h3
d6d1
c3d1
g8f6
a1b1
c8f5
h3g5
f5b1
g5f7
e8f7
d1c3
f8b4
h2h3
b1a2
g2g3
a2b3
f1g2
b8a6
e1d2
a8d8
g2d5
f6d5
e2e3
d5c3
d2e1
d8d1
