g2g3
h7h5
h2h4
g7g6
b1a3
h8h7
f1h3
b7b6
b2b3
b6b5
e1f1
a7a6
h3g4
g8f6
f1g2
h7h6
f2f3
d7d5
b3b4
c7c6
d1f1
e7e6
g1h3
c6c5
h3g5
c8b7
e2e3
c5b4
c1b2
b7c6
f1b5
d8e7
b5d3
e7d8
g5e4
f6e4
h1h3
d5d4
a3c4
e4d6
d3e2
d8c8
g2h2
a8a7
a1g1
c8d7
c4b6
d6e4
g1f1
e4f6
e2d3
d7c8
f1c1
c6a8
h2h1
f6g8
b6a4
c8c5
d3a6
f8e7
d2d3
a8f3
h1h2
f3d5
g4f3
a7b7
g3g4
d5f3
e3e4
c5c8
c1d1
f3h1
g4h5
b8c6
a4b6
c8d8
h5g6
e7c5
b2c1
h1g2
c1f4
c6e5
d1g1
d8a8
g6g7
e5c6
f4e3
c5d6
h2g2
f7f6
a6b7
a8a2
b7a6
d6c7
e3c1
a2d5
c1a3
e6e5
a6c4
d5a5
g1e1
a5a7
e1d1
a7b8
b6a4
c7d8
h3h1
b4a3
d1f1
d8c7
g2h3
c7b6
f1g1
c6a7
c4c5
b8d8
c5f8
e8d7
h3g3
f6f5
g1b1
d7c7
b1b6
d8d5
b6h6
d5a2
f8e7
c7c8
h1c1
a2b3
e7d7
c8b8
c1d1
b3f7
d1f1
a3a2
f1c1
f7e7
h6f6
e7f8
d7c6
f8d6
g3f2
d6d5
c6c5
g8h6
g7g8q
a7c8
a4b6
h6f7
f2g2
f7g5
c1d1
a2a1q
g8h7
a1b1
h7h5
b8b7
h5e8
d5d6
c2c4
d6c6
f6e6
c6d6
e8f8
c8b6
e4f5
d6b8
c5d6
b8e8
d6c5
b1a1
g2h1
a1c1
c5d4
g5h7
d4e3
c1c3
e3e2
b6c4
f5f6
c4d2
e2g2
d2e4
f8f7
e8f7
e6c6
f7c4
d1b1
c4b3
g2g7
b7b8
c6c8
b8c8
f6f7
c3d3
g7g1
h7f6
g1e3
f6d5
b1c1
d3c3
c1d1
b3b5
e3f3
c3d3
d1d2
c8c7
f3g2
b5e8
h4h5
e8a4
h1h2
a4b4
h2g1
e4d2
g2g7
e5e4
g7d4
b4a3
d4a7
a3a7
g1h2
a7a6
h5h6
d2b3
h6h7
d3d4
h2h1
c7b7
h7h8q
b7b6
h8e5
d4e5
h1g2
e5c3
g2g1
b6c6
g1h2
c3f6
h2g2
d5b6
g2h2
a6c8
f7f8q
f6e7
h2g2
c8a6
g2h1
a6a5
f8e8
e7d7
e8f8
b6a8
f8a8
c6d6
a8h8
b3c1
h8f6
d6c7
f6e6
c7b7
e6g6
a5d8
h1h2
d7f7
h2h3
d8e8
h3h4
f7g8
g6f5
e8a4
f5c5
g8g3
h4h5
a4d4
c5f8
g3g7
f8c8
b7a7
c8c7
a7a6
c7e7
d4e3
e7f8
e3c3
f8f6
a6a7
f6h6
c3e3
h6c6
c1a2
h5h4
e3e1
h4h5
e1b1
c6e6
g7g4
e6g4
a2b4
h5g6
b1b2
g6f5
b4d3
f5g6
b2a3
g6h5
a7a8
g4g5
e4e3
g5e7
a3c3
e7f6
c3d2
f6d8
a8a7
d8a5
a7b7
h5g4
d2c3
a5a1
c3b2
g4h5
d3e5
a1a5
b2c3
a5a6
b7b8
a6h6
c3b2
h5g5
b2d2
h6h7
d2d5
g5f4
d5g8
h7d7
e5d3
f4e4
d3b4
d7d8
b8b7
d8a5
g8h7
e4f3
h7g6
a5d5
b4d5
f3e2
g6b1
e2f3
d5b6
f3g2
b1h7
g2f3
h7f5
f3e2
b7c8
e2e3
f5h7
e3f2
h7h1
f2e3
h1f3
e3d4
f3d1
d4e4
d1a1
e4d3
c8c7
d3c2
a1f6
c2c1
f6h6
c1b1
c7c6
b1b2
h6d6
b2a1
d6f8
a1a2
f8h8
a2b3
h8f8
b3c2
f8d8
c2b2
d8g5
b2c2
c6d5
c2d1
d5e5
d1c2
g5c1
c2b3
c1g1
b3a2
e5f6
a2b3
g1b1
b3a3
f6g7
