g1f3
g7g6
e2e4
a7a5
d2d4
d7d6
f1b5
c7c6
b5d3
c8h3
g2h3
a8a7
b1c3
d8b6
d4d5
f8g7
c3a4
h7h5
a4b6
g7d4
f3d4
h8h7
d5c6
f7f6
c6c7
d6d5
c7b8q
e8f7
b8a7
h7g7
e4d5
e7e6
d5e6
f7e8
a7b8
e8e7
b6d5
