g2g4
b8c6
d2d3
d7d6
f1h3
b7b6
b2b3
c6d4
c1g5
f7f5
g5h4
a8b8
f2f4
d4c6
h3f1
g8f6
e1f2
c6b4
h4g3
f6g4
f2f3
e8f7
g3f2
f7f6
f2g3
c8e6
f1h3
b4c6
d1e1
c6d4
f3g2
g4h6
e2e4
f5e4
e1d1
c7c5
f4f5
e6d7
c2c4
a7a5
b3b4
d4b3
d1c1
d7c8
c1c3
f6f7
c3b2
b3d4
b4b5
g7g6
g3f2
b8b7
b2b4
d4c6
g1f3
g6g5
f2g3
d8c7
b4b2
c8e6
b1d2
e6f5
g3e5
c6e5
b2c1
f5d7
f3g5
f7g8
c1c2
c7b8
g5e6
d7e8
e6g7
e8g6
h3g4
g8g7
g4e6
e5g4
a1c1
h6g8
d2e4
h7h6
e6c8
e7e6
a2a4
h6h5
c1f1
g7h6
g2g3
b7c7
f1a1
c7f7
c8d7
f7e7
e4d2
g6e4
d7e8
e7b7
c2c1
b7c7
c1c2
g4e5
h1f1
e4d3
a1c1
d3c4
c2d1
h8h7
h2h3
e5d3
d1e2
f8g7
d2b1
g7b2
e2e6
h6g5
e6d6
b8a7
f1h1
d3b4
d6d7
c7d7
g3g2
c4d5
g2h2
a7b8
h2g1
g5h6
c1c2
h7h8
g1f1
b8e8
h3h4
e8b8
c2g2
d5c4
g2e2
d7d8
b1d2
h6g6
d2e4
d8e8
e4c5
g6h7
c5d3
b8d6
d3c1
e8c8
f1g1
b2c3
e2e7
c3g7
e7a7
d6e6
a7a5
c8e8
c1d3
e6f7
a5a8
b4c2
d3c1
e8e4
a8g8
f7e6
c1d3
g7h6
g8f8
e4h4
d3c1
c2e1
h1h2
c4d5
h2c2
d5a2
c1a2
h4g4
c2g2
h7g7
g1f1
e6c6
f1e1
h6f4
f8a8
f4b8
g2e2
h8c8
a8a7
g7h6
e1f2
c8c7
a7b7
c6d5
e2b2
g4e4
b2e2
h6g5
e2d2
c7c1
b7g7
g5h4
d2c2
d5g5
c2c6
g5f4
f2g2
f4f2
g2f2
c1e1
c6c1
e4e8
g7g4
h4g4
a2b4
b8c7
c1d1
e8e5
d1d5
e5e8
d5d8
e1c1
d8b8
e8h8
b8d8
c7b8
f2e2
g4g3
d8d1
c1c5
b4a6
b8d6
a6c7
c5c7
d1d3
g3f4
d3a3
f4f5
e2e3
f5e5
a3b3
c7h7
e3f2
d6a3
b3h3
h7b7
h3e3
e5f5
f2f3
h5h4
e3e1
f5f6
f3f2
b7b8
e1c1
f6g6
c1c5
b6c5
a4a5
h8f8
f2e3
f8e8
e3f3
c5c4
a5a6
g6g7
f3f2
b8b6
f2f3
g7f6
f3f4
a3c5
a6a7
b6b7
a7a8q
c5g1
a8a4
f6g7
a4a2
b7e7
a2a6
g1a7
a6g6
g7f8
g6g4
e8b8
g4g2
e7e6
g2g1
b8d8
g1b6
d8d6
f4g5
e6h6
b6a7
d6d7
g5h6
h4h3
h6g6
d7d1
a7b6
f8e7
g6g7
e7e8
g7g6
h3h2
g6f6
h2h1b
b6a6
h1c6
f6g6
c6d7
g6h6
d1e1
b5b6
e1b1
a6b5
b1b3
h6h5
b3b5
h5h4
d7c6
h4g4
b5g5
g4f4
g5g6
f4e5
g6h6
b6b7
e8f8
e5f4
h6h8
f4e5
h8g8
e5f5
g8g2
f5f6
c4c3
f6f5
g2h2
f5g5
c6b7
g5f6
h2e2
f6f5
e2f2
f5g6
b7g2
g6g5
f2f4
g5h5
c3c2
h5h6
f8e8
h6h7
g2f1
h7g7
c2c1b
g7g6
f4f8
g6g7
c1e3
g7h7
f8f6
h7h8
e3b6
h8g8
f1d3
g8h8
d3f1
h8g8
f6f7
g8h8
b6a5
h8g8
f7f8
g8g7
a5b6
g7h7
f8h8
h7h8
f1a6
h8h7
a6d3
h7h8
d3f1
h8h7
b6c7
h7g7
c7g3
g7h8
g3e5
h8g8
e5c7
g8g7
e8d8
g7h6
d8c8
h6g7
f1a6
g7h7
c7g3
h7h8
c8d8
h8g8
a6e2
g8f8
e2c4
f8g7
d8d7
g7h6
c4f1
h6g7
g3e1
g7g8
f1d3
g8f8
e1f2
f8g8
f2c5
g8h8
c5f2
h8g8
d3f5
g8h8
d7c6
h8g8
f5h7
g8h7
