b1c3
g8f6
g1f3
e7e6
f3e5
f8d6
e5c4
b8c6
c3b5
d6e7
a1b1
d7d5
c4a5
c6a5
e2e3
c7c6
f1d3
c6b5
e1g1
b5b4
d3b5
a5c6
b5e2
e7d6
f1e1
e8g8
e2d3
c6e5
d3e2
e5c6
e2d3
c6e5
d3e2
e5c6
e2d3
