b1a3
b8c6
g1f3
d7d5
e2e3
c8e6
f1b5
g8f6
b5c6
b7c6
f3e5
d8d6
e5f7
e8f7
e1f1
a8d8
d1e2
f6g4
f1g1
f7g8
e2a6
d6c5
a6f1
g4f6
f1e2
c5b4
e2a6
b4g4
h2h3
g4d1
g1h2
d1h5
a6c6
h5e5
h2g1
e5d6
c6d6
c7d6
a3b5
e6d7
b5d4
e7e5
d4f3
d8c8
c2c3
f8e7
h3h4
d7g4
f3g5
c8e8
h1h2
g4f5
g5f3
f6e4
h4h5
e4g5
f3g5
e7g5
h5h6
g5h6
h2h5
f5e4
h5h4
h6g5
h4g4
g5f6
b2b3
e4f5
g4a4
e8e7
c1b2
e7b7
b2a3
f6e7
a4a6
b7d7
a3b2
f5e4
a1d1
d7b7
b2a3
b7d7
a3b2
e4f5
d1a1
f5e6
a1e1
e7h4
b2a3
d7f7
g2g3
h4f6
a3d6
e6c8
a6a5
c8e6
d6c5
f7c7
c5a7
c7c8
a7c5
e6f5
c5b6
f5e6
a5a7
e6f5
g1h1
c8e8
h1g2
f5e4
g2g1
h7h5
a7b7
h5h4
g3h4
h8h4
f2f3
e4f3
g1f2
e5e4
b6c7
e8a8
c7g3
a8a2
g3h4
f6h4
f2f1
a2d2
e1a1
d2h2
a1a8
g8h7
b7g7
h7g7
a8a7
g7g6
a7a6
g6g5
a6g6
g5g6
f1g1
h2h1
