b2b4
b8c6
b4b5
g8f6
g1f3
d7d5
c2c3
e7e5
g2g4
c8g4
h2h3
g4f3
f1g2
f3g2
b5c6
g2h1
c1a3
f8a3
h3h4
b7c6
d1c2
h1e4
c2b3
e4b1
b3b2
a3b2
d2d4
b2a1
h4h5
e5d4
a2a3
a1c3
e1f1
f6h5
f1g1
h5f4
a3a4
f4e2
g1g2
b1d3
f2f4
e2f4
g2f2
c6c5
a4a5
c3a5
f2f3
a5b6
f3f2
c5c4
f2f3
c4c3
f3g3
c3c2
g3f3
c2c1q
f3g3
c1c3
g3h2
e8f8
h2g3
f8g8
g3f4
d8d6
f4g4
a8d8
g4h3
a7a6
h3h4
h7h6
h4h5
d8e8
h5h4
e8e2
h4h5
e2b2
h5h4
b2c2
h4g4
c2b2
g4h4
b2c2
h4g4
c2b2
g4h4
