a2a3
e7e5
c2c3
b8c6
d1c2
g8f6
g2g3
f8c5
c2b3
f6e4
b3b5
e4f2
f1g2
f2h1
b2b4
c5g1
b5a5
c6a5
a1a2
a5b3
e1f1
g1h2
b4b5
b3c1
g2h1
c1a2
f1f2
d8g5
h1e4
g5g3
f2f1
g3g1
